l1code,l1name,l2code,l2name,l3code,l3name,code,name,area,market,exchange,list_status,list_date,is_hs
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600178,东安动力,黑龙江,主板,SSE,L,19981014,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600081,东风科技,上海,主板,SSE,L,19970703,H
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600626,申达股份,上海,主板,SSE,L,19930107,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,603786,科博达,上海,主板,SSE,L,20191015,H
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,603390,通达电气,广东,主板,SSE,L,20191125,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,605088,冠盛股份,浙江,主板,SSE,L,20200817,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,605005,合兴股份,浙江,主板,SSE,L,20210119,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,605128,上海沿浦,上海,主板,SSE,L,20200915,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,605018,长华集团,浙江,主板,SSE,L,20200929,H
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,605133,嵘泰股份,江苏,主板,SSE,L,20210224,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,605068,明新旭腾,浙江,主板,SSE,L,20201123,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,605333,沪光股份,江苏,主板,SSE,L,20200818,H
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,605255,天普股份,浙江,主板,SSE,L,20200825,N
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,601777,力帆科技,重庆,主板,SSE,L,20101125,H
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,605228,神通科技,浙江,主板,SSE,L,20210120,N
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,603529,爱玛科技,天津,主板,SSE,L,20210615,H
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,601966,玲珑轮胎,山东,主板,SSE,L,20160706,H
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,605151,西上海,上海,主板,SSE,L,20201215,N
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,600386,北巴传媒,北京,主板,SSE,L,20010216,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,600469,风神股份,河南,主板,SSE,L,20031021,N
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,600818,中路股份,上海,主板,SSE,L,19940128,H
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,600822,上海物贸,上海,主板,SSE,L,19940204,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,601163,三角轮胎,山东,主板,SSE,L,20160909,H
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,605319,无锡振华,江苏,主板,SSE,L,20210607,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603048,浙江黎明,浙江,主板,SSE,L,20211116,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,603266,天龙股份,浙江,主板,SSE,L,20170110,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603211,晋拓股份,上海,主板,SSE,L,20220725,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002870,香山股份,广东,中小板,SZSE,L,20170515,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002190,成飞集成,四川,中小板,SZSE,L,20071203,S
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,002758,浙农股份,浙江,中小板,SZSE,L,20150527,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002965,祥鑫科技,广东,中小板,SZSE,L,20191025,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002547,春兴精工,江苏,中小板,SZSE,L,20110218,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002664,信质集团,浙江,中小板,SZSE,L,20120316,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002766,索菱股份,深圳,中小板,SZSE,L,20150611,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002126,银轮股份,浙江,中小板,SZSE,L,20070418,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002048,宁波华翔,浙江,中小板,SZSE,L,20050603,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002101,广东鸿图,广东,中小板,SZSE,L,20061229,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002813,路畅科技,深圳,中小板,SZSE,L,20161012,N
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,002105,信隆健康,深圳,中小板,SZSE,L,20070112,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002715,登云股份,广东,中小板,SZSE,L,20140219,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002085,万丰奥威,浙江,中小板,SZSE,L,20061128,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002265,西仪股份,云南,中小板,SZSE,L,20080806,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002283,天润工业,山东,中小板,SZSE,L,20090821,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002284,亚太股份,浙江,中小板,SZSE,L,20090828,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002328,新朋股份,上海,中小板,SZSE,L,20091230,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002355,兴民智通,山东,中小板,SZSE,L,20100209,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002363,隆基机械,山东,中小板,SZSE,L,20100305,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002406,远东传动,河南,中小板,SZSE,L,20100518,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002434,万里扬,浙江,中小板,SZSE,L,20100618,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002454,松芝股份,上海,中小板,SZSE,L,20100720,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002472,双环传动,浙江,中小板,SZSE,L,20100910,S
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002488,金固股份,浙江,中小板,SZSE,L,20101021,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002536,飞龙股份,河南,中小板,SZSE,L,20110111,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002553,南方精工,江苏,中小板,SZSE,L,20110225,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002590,万安科技,浙江,中小板,SZSE,L,20110610,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002592,ST八菱,广西,中小板,SZSE,L,20111111,N
801880.SI,汽车,801095.SI,乘用车,,,002594,比亚迪,深圳,中小板,SZSE,L,20110630,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002662,京威股份,北京,中小板,SZSE,L,20120309,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002703,浙江世宝,浙江,中小板,SZSE,L,20121102,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002708,光洋股份,江苏,中小板,SZSE,L,20140121,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002725,跃岭股份,浙江,中小板,SZSE,L,20140129,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002239,奥特佳,江苏,中小板,SZSE,L,20080522,S
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002863,今飞凯达,浙江,中小板,SZSE,L,20170418,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002921,联诚精密,山东,中小板,SZSE,L,20171227,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002510,天汽模,天津,中小板,SZSE,L,20101125,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002906,华阳集团,广东,中小板,SZSE,L,20171013,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002516,旷达科技,江苏,中小板,SZSE,L,20101207,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002448,中原内配,河南,中小板,SZSE,L,20100716,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002997,瑞鹄模具,安徽,中小板,SZSE,L,20200903,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002976,瑞玛精密,江苏,中小板,SZSE,L,20200306,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002537,海联金汇,山东,中小板,SZSE,L,20110110,S
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002984,森麒麟,山东,中小板,SZSE,L,20200911,S
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,003033,征和工业,山东,主板,SZSE,L,20210111,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,000980,众泰汽车,浙江,主板,SZSE,L,20000616,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000981,山子股份,甘肃,主板,SZSE,L,20000622,S
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,000572,海马汽车,海南,主板,SZSE,L,19940808,S
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,000757,浩物股份,四川,主板,SZSE,L,19970627,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000816,智慧农业,江苏,主板,SZSE,L,19970818,S
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000951,中国重汽,山东,主板,SZSE,L,19991125,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000559,万向钱潮,浙江,主板,SZSE,L,19940110,S
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000589,贵州轮胎,贵州,主板,SZSE,L,19960308,S
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000800,一汽解放,吉林,主板,SZSE,L,19970618,S
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,000025,特力A,深圳,主板,SZSE,L,19930621,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000338,潍柴动力,山东,主板,SZSE,L,20070430,S
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000550,江铃汽车,江西,主板,SZSE,L,19931201,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000581,威孚高科,江苏,主板,SZSE,L,19980924,S
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,000625,长安汽车,重庆,主板,SZSE,L,19970610,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,000887,中鼎股份,安徽,主板,SZSE,L,19981203,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000903,云内动力,云南,主板,SZSE,L,19990415,N
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,000957,中通客车,山东,主板,SZSE,L,20000113,S
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,000996,中国中期,北京,主板,SZSE,L,20000718,N
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,000868,安凯客车,安徽,主板,SZSE,L,19970725,N
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,000913,钱江摩托,浙江,主板,SZSE,L,19990514,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,000700,模塑科技,江苏,主板,SZSE,L,19970228,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000678,襄阳轴承,湖北,主板,SZSE,L,19970106,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000030,富奥股份,吉林,主板,SZSE,L,19930929,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000570,苏常柴A,江苏,主板,SZSE,L,19940701,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000599,青岛双星,山东,主板,SZSE,L,19960430,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000880,潍柴重机,山东,主板,SZSE,L,19980402,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,000901,航天科技,黑龙江,主板,SZSE,L,19990401,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301181,标榜股份,江苏,创业板,SZSE,L,20220221,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301186,超达装备,江苏,创业板,SZSE,L,20211223,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300176,派生科技,广东,创业板,SZSE,L,20110215,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300432,富临精工,四川,创业板,SZSE,L,20150319,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,300100,双林股份,浙江,创业板,SZSE,L,20100806,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300258,精锻科技,江苏,创业板,SZSE,L,20110826,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,300304,云意电气,江苏,创业板,SZSE,L,20120321,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300375,鹏翎股份,天津,创业板,SZSE,L,20140127,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300473,德尔股份,辽宁,创业板,SZSE,L,20150612,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300611,美力科技,浙江,创业板,SZSE,L,20170220,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300507,苏奥传感,江苏,创业板,SZSE,L,20160429,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300643,万通智控,浙江,创业板,SZSE,L,20170505,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300580,贝斯特,江苏,创业板,SZSE,L,20170111,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300585,奥联电子,江苏,创业板,SZSE,L,20161229,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,300695,兆丰股份,浙江,创业板,SZSE,L,20170908,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300742,越博动力,江苏,创业板,SZSE,L,20180508,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300733,西菱动力,四川,创业板,SZSE,L,20180116,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300547,川环科技,四川,创业板,SZSE,L,20160930,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300694,蠡湖股份,江苏,创业板,SZSE,L,20181015,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,300680,隆盛科技,江苏,创业板,SZSE,L,20170725,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300707,威唐工业,江苏,创业板,SZSE,L,20171010,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,300681,英搏尔,广东,创业板,SZSE,L,20170725,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300816,艾可蓝,安徽,创业板,SZSE,L,20200210,N
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,300825,阿尔特,北京,创业板,SZSE,L,20200327,S
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,300428,立中集团,河北,创业板,SZSE,L,20150319,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300926,博俊科技,江苏,创业板,SZSE,L,20210107,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300912,凯龙高科,江苏,创业板,SZSE,L,20201207,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,300928,华安鑫创,北京,创业板,SZSE,L,20210106,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301000,肇民科技,上海,创业板,SZSE,L,20210528,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301005,超捷股份,上海,创业板,SZSE,L,20210601,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,301007,德迈仕,辽宁,创业板,SZSE,L,20210616,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301022,海泰科,山东,创业板,SZSE,L,20210702,N
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,301039,中集车辆,深圳,创业板,SZSE,L,20210708,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,300978,东箭科技,广东,创业板,SZSE,L,20210426,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,301221,光庭信息,湖北,创业板,SZSE,L,20211222,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300969,恒帅股份,浙江,创业板,SZSE,L,20210412,S
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,300863,卡倍亿,浙江,创业板,SZSE,L,20200824,N
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,300994,久祺股份,浙江,创业板,SZSE,L,20210812,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,301020,密封科技,山东,创业板,SZSE,L,20210706,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,301119,正强股份,浙江,创业板,SZSE,L,20211122,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,301229,纽泰格,江苏,创业板,SZSE,L,20220222,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300998,宁波方正,浙江,创业板,SZSE,L,20210602,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,301133,金钟股份,广东,创业板,SZSE,L,20211126,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,300893,松原股份,浙江,创业板,SZSE,L,20200924,S
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,301192,泰祥股份,湖北,创业板,SZSE,L,20220811,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301233,盛帮股份,四川,创业板,SZSE,L,20220706,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300237,美晨生态,山东,创业板,SZSE,L,20110629,N
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,301072,中捷精工,江苏,创业板,SZSE,L,20210929,N
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,300652,雷迪克,浙江,创业板,SZSE,L,20170516,N
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,301215,中汽股份,江苏,创业板,SZSE,L,20220308,S
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,301298,东利机械,河北,创业板,SZSE,L,20220606,N
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,300745,欣锐科技,深圳,创业板,SZSE,L,20180523,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,001319,铭科精技,广东,主板,SZSE,L,20220512,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,301398,星源卓镁,浙江,创业板,SZSE,L,20221215,N
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,001260,坤泰股份,山东,主板,SZSE,L,20230216,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603190,亚通精工,山东,主板,SSE,L,20230217,N
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,001311,多利科技,安徽,主板,SZSE,L,20230227,S
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,301322,绿通科技,广东,创业板,SZSE,L,20230306,S
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,001278,一彬科技,浙江,主板,SZSE,L,20230308,N
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,301345,涛涛车业,浙江,创业板,SZSE,L,20230321,N
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,605111,新洁能,江苏,主板,SSE,L,20200928,H
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,605218,伟时电子,江苏,主板,SSE,L,20200928,N
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,600877,电科芯片,重庆,主板,SSE,L,19951013,H
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,603738,泰晶科技,湖北,主板,SSE,L,20160928,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603629,利通电子,江苏,主板,SSE,L,20181224,N
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603327,福蓉科技,四川,主板,SSE,L,20190523,H
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,600183,生益科技,广东,主板,SSE,L,19981028,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,600363,联创光电,江西,主板,SSE,L,20010329,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,601231,环旭电子,上海,主板,SSE,L,20120220,H
801080.SI,电子,801081.SI,半导体,850817.SI,集成电路封测,600584,长电科技,江苏,主板,SSE,L,20030603,H
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,600651,飞乐音响,上海,主板,SSE,L,19901219,H
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,600171,上海贝岭,上海,主板,SSE,L,19980924,H
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,600460,士兰微,浙江,主板,SSE,L,20030311,H
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,600563,法拉电子,福建,主板,SSE,L,20021210,H
801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件,600071,凤凰光学,江西,主板,SSE,L,19970528,H
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,600237,铜峰电子,安徽,主板,SSE,L,20000609,N
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,600288,大恒科技,北京,主板,SSE,L,20001129,H
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,600707,彩虹股份,陕西,主板,SSE,L,19960520,H
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,600360,华微电子,吉林,主板,SSE,L,20010316,H
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,600703,三安光电,湖北,主板,SSE,L,19960528,H
801080.SI,电子,801081.SI,半导体,850817.SI,集成电路封测,603005,晶方科技,江苏,主板,SSE,L,20140210,H
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603328,依顿电子,广东,主板,SSE,L,20140701,H
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,603989,艾华集团,湖南,主板,SSE,L,20150515,H
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603936,博敏电子,广东,主板,SSE,L,20151209,H
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,603160,汇顶科技,深圳,主板,SSE,L,20161017,H
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603186,华正新材,浙江,主板,SSE,L,20170103,N
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603228,景旺电子,深圳,主板,SSE,L,20170106,H
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,603986,兆易创新,北京,主板,SSE,L,20160818,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603633,徕木股份,上海,主板,SSE,L,20161117,N
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603386,骏亚科技,广东,主板,SSE,L,20170912,N
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603890,春秋电子,江苏,主板,SSE,L,20171212,N
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603595,东尼电子,浙江,主板,SSE,L,20170712,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603380,易德龙,江苏,主板,SSE,L,20170622,N
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,603501,韦尔股份,上海,主板,SSE,L,20170504,H
801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件,603297,永新光学,浙江,主板,SSE,L,20180910,H
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,603679,华体科技,四川,主板,SSE,L,20170621,N
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,603933,睿能科技,福建,主板,SSE,L,20170706,N
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,603685,晨丰科技,浙江,主板,SSE,L,20171127,N
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603920,世运电路,广东,主板,SSE,L,20170426,H
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,603773,沃格光电,江西,主板,SSE,L,20180417,N
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,600353,旭光电子,四川,主板,SSE,L,20021120,H
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,600552,凯盛科技,安徽,主板,SSE,L,20021108,H
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,600745,闻泰科技,湖北,主板,SSE,L,19960828,H
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,603290,斯达半导,浙江,主板,SSE,L,20200204,H
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,603068,博通集成,上海,主板,SSE,L,20190415,H
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,603893,瑞芯微,福建,主板,SSE,L,20200207,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,601138,工业富联,深圳,主板,SSE,L,20180608,H
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,605258,协和电子,江苏,主板,SSE,L,20201203,N
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,603931,格林达,浙江,主板,SSE,L,20200819,H
801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件,605588,冠石科技,江苏,主板,SSE,L,20210812,N
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,605058,澳弘电子,江苏,主板,SSE,L,20201021,N
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,600751,海航科技,天津,主板,SSE,L,19960909,H
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,600203,福日电子,福建,主板,SSE,L,19990514,N
